-1.7521;-0.58042;1.9307
-1.7471;-0.5831;1.934
-1.7422;-0.5854;1.9377
-1.7374;-0.58729;1.9419
-1.7327;-0.58878;1.9466
-1.7282;-0.58985;1.9516
-1.7238;-0.59051;1.957
-1.7197;-0.59075;1.9628
-1.7157;-0.59057;1.969
-1.7119;-0.58997;1.9755
-1.7084;-0.58896;1.9823
-1.7051;-0.58753;1.9893
-1.7021;-0.5857;1.9966
-1.6994;-0.58347;2.0041
-1.6969;-0.58085;2.0118
-1.6947;-0.57784;2.0196
-1.6929;-0.57447;2.0276
-1.6913;-0.57074;2.0357
-1.69;-0.56668;2.0438
-1.6891;-0.56229;2.0519
-1.6884;-0.55759;2.0601
-1.6881;-0.5526;2.0682
-1.6882;-0.54734;2.0762
-1.6885;-0.54184;2.0842
-1.6892;-0.53611;2.092
-1.6902;-0.53017;2.0996
-1.6915;-0.52406;2.1071
-1.6931;-0.51779;2.1143
-1.695;-0.51138;2.1213
-1.6972;-0.50487;2.128
-1.6998;-0.49829;2.1344
-1.7025;-0.49164;2.1405
-1.7056;-0.48497;2.1462
-1.7089;-0.4783;2.1515
-1.7125;-0.47165;2.1565
-1.7162;-0.46505;2.161
-1.7202;-0.45852;2.1651
-1.7244;-0.4521;2.1687
-1.7288;-0.44581;2.1719
-1.7334;-0.43967;2.1746
-1.738;-0.43371;2.1768
-1.7429;-0.42795;2.1786
-1.7478;-0.42241;2.1798
-1.7528;-0.41711;2.1805
-1.7579;-0.41208;2.1807
-1.763;-0.40734;2.1804
-1.7682;-0.4029;2.1795
-1.7733;-0.39879;2.1782
-1.7785;-0.39501;2.1763
-1.7836;-0.39158;2.174
-1.7887;-0.38852;2.1712
-1.7521;-0.58042;1.9307
-1.7477;-0.58367;1.9343
-1.7434;-0.58653;1.9384
-1.7392;-0.58898;1.943
-1.7351;-0.59103;1.948
-1.7312;-0.59265;1.9534
-1.7274;-0.59384;1.9592
-1.7238;-0.59461;1.9653
-1.7204;-0.59493;1.9718
-1.7171;-0.59483;1.9786
-1.7141;-0.59428;1.9856
-1.7113;-0.59331;1.993
-1.7088;-0.5919;2.0005
-1.7065;-0.59007;2.0083
-1.7044;-0.58782;2.0162
-1.7026;-0.58517;2.0243
-1.7011;-0.58212;2.0324
-1.6998;-0.57868;2.0407
-1.6988;-0.57487;2.049
-1.6981;-0.5707;2.0573
-1.6977;-0.5662;2.0655
-1.6976;-0.56137;2.0737
-1.6977;-0.55624;2.0819
-1.6982;-0.55082;2.0898
-1.6989;-0.54514;2.0977
-1.6999;-0.53923;2.1054
-1.7012;-0.53309;2.1128
-1.7027;-0.52677;2.12
-1.7046;-0.52028;2.1269
-1.7067;-0.51364;2.1335
-1.709;-0.5069;2.1398
-1.7116;-0.50006;2.1458
-1.7144;-0.49316;2.1514
-1.7174;-0.48623;2.1566
-1.7207;-0.47929;2.1613
-1.7241;-0.47237;2.1656
-1.7277;-0.4655;2.1695
-1.7315;-0.4587;2.1729
-1.7355;-0.45201;2.1759
-1.7395;-0.44544;2.1783
-1.7438;-0.43903;2.1802
-1.7481;-0.4328;2.1816
-1.7525;-0.42677;2.1825
-1.7569;-0.42097;2.1829
-1.7614;-0.41542;2.1828
-1.766;-0.41014;2.1821
-1.7706;-0.40515;2.181
-1.7751;-0.40048;2.1793
-1.7797;-0.39614;2.1771
-1.7842;-0.39215;2.1744
-1.7887;-0.38852;2.1712
-1.7521;-0.58042;1.9307
-1.7484;-0.58419;1.9346
-1.7447;-0.58756;1.9391
-1.7412;-0.59052;1.9439
-1.7378;-0.59306;1.9492
-1.7345;-0.59518;1.9549
-1.7314;-0.59686;1.961
-1.7284;-0.59809;1.9674
-1.7256;-0.59888;1.9741
-1.723;-0.59921;1.9812
-1.7205;-0.5991;1.9885
-1.7182;-0.59853;1.9961
-1.7162;-0.59751;2.0039
-1.7144;-0.59604;2.0118
-1.7127;-0.59413;2.02
-1.7114;-0.59179;2.0282
-1.7102;-0.58903;2.0366
-1.7093;-0.58586;2.045
-1.7086;-0.58228;2.0534
-1.7082;-0.57832;2.0618
-1.708;-0.57399;2.0702
-1.708;-0.5693;2.0785
-1.7083;-0.56428;2.0867
-1.7089;-0.55895;2.0947
-1.7097;-0.55332;2.1026
-1.7107;-0.54742;2.1102
-1.712;-0.54127;2.1177
-1.7135;-0.5349;2.1248
-1.7152;-0.52832;2.1317
-1.7171;-0.52158;2.1383
-1.7193;-0.51469;2.1445
-1.7216;-0.50768;2.1503
-1.7242;-0.50057;2.1558
-1.7269;-0.49341;2.1608
-1.7298;-0.48621;2.1654
-1.7329;-0.479;2.1696
-1.7361;-0.47181;2.1733
-1.7394;-0.46467;2.1765
-1.7429;-0.45762;2.1792
-1.7465;-0.45066;2.1814
-1.7501;-0.44385;2.1831
-1.7539;-0.43719;2.1843
-1.7577;-0.43071;2.1849
-1.7615;-0.42445;2.185
-1.7654;-0.41843;2.1846
-1.7693;-0.41267;2.1836
-1.7733;-0.40719;2.1822
-1.7772;-0.40202;2.1802
-1.7811;-0.39717;2.1777
-1.7849;-0.39266;2.1747
-1.7887;-0.38852;2.1712
-1.7521;-0.58042;1.9307
-1.7491;-0.58464;1.9349
-1.7462;-0.58846;1.9396
-1.7434;-0.59187;1.9447
-1.7407;-0.59485;1.9502
-1.7382;-0.5974;1.9561
-1.7357;-0.59951;1.9624
-1.7334;-0.60116;1.9691
-1.7313;-0.60235;1.976
-1.7293;-0.60307;1.9833
-1.7274;-0.60333;1.9908
-1.7257;-0.60312;1.9986
-1.7242;-0.60243;2.0066
-1.7229;-0.60129;2.0147
-1.7218;-0.59968;2.023
-1.7209;-0.59762;2.0314
-1.7201;-0.59511;2.0399
-1.7196;-0.59216;2.0484
-1.7193;-0.58879;2.057
-1.7191;-0.58501;2.0655
-1.7192;-0.58083;2.0739
-1.7194;-0.57627;2.0823
-1.7199;-0.57135;2.0905
-1.7206;-0.56609;2.0986
-1.7214;-0.5605;2.1065
-1.7225;-0.55462;2.1142
-1.7237;-0.54845;2.1216
-1.7252;-0.54204;2.1288
-1.7268;-0.53539;2.1356
-1.7285;-0.52855;2.1421
-1.7305;-0.52153;2.1483
-1.7326;-0.51437;2.154
-1.7348;-0.50709;2.1594
-1.7372;-0.49971;2.1643
-1.7397;-0.49228;2.1688
-1.7424;-0.48482;2.1728
-1.7451;-0.47736;2.1763
-1.748;-0.46992;2.1794
-1.7509;-0.46254;2.1819
-1.754;-0.45525;2.1839
-1.757;-0.44808;2.1854
-1.7602;-0.44104;2.1864
-1.7633;-0.43418;2.1868
-1.7665;-0.42752;2.1867
-1.7698;-0.42108;2.186
-1.773;-0.41489;2.1849
-1.7762;-0.40898;2.1831
-1.7794;-0.40337;2.1809
-1.7825;-0.39807;2.1782
-1.7856;-0.39312;2.1749
-1.7887;-0.38852;2.1712
-1.7521;-0.58042;1.9307
-1.7499;-0.58502;1.9351
-1.7478;-0.58922;1.9399
-1.7458;-0.59301;1.9452
-1.7438;-0.59637;1.9509
-1.742;-0.59929;1.957
-1.7403;-0.60175;1.9635
-1.7388;-0.60375;1.9703
-1.7373;-0.60528;1.9774
-1.736;-0.60634;1.9849
-1.7348;-0.60691;1.9926
-1.7337;-0.607;2.0005
-1.7328;-0.6066;2.0086
-1.7321;-0.60573;2.0169
-1.7315;-0.60437;2.0253
-1.731;-0.60255;2.0338
-1.7307;-0.60025;2.0424
-1.7306;-0.5975;2.051
-1.7306;-0.59431;2.0596
-1.7308;-0.59068;2.0682
-1.7311;-0.58663;2.0767
-1.7316;-0.58217;2.0852
-1.7322;-0.57734;2.0934
-1.733;-0.57213;2.1015
-1.7339;-0.56658;2.1095
-1.735;-0.56071;2.1171
-1.7362;-0.55453;2.1246
-1.7376;-0.54808;2.1317
-1.7391;-0.54138;2.1385
-1.7407;-0.53445;2.145
-1.7424;-0.52733;2.1511
-1.7442;-0.52003;2.1568
-1.7462;-0.5126;2.162
-1.7482;-0.50505;2.1669
-1.7503;-0.49743;2.1713
-1.7525;-0.48975;2.1752
-1.7548;-0.48205;2.1786
-1.7571;-0.47436;2.1815
-1.7595;-0.46671;2.1839
-1.7619;-0.45914;2.1858
-1.7644;-0.45166;2.1871
-1.7669;-0.44431;2.188
-1.7694;-0.43712;2.1882
-1.7719;-0.43011;2.1879
-1.7744;-0.42332;2.1871
-1.7769;-0.41678;2.1858
-1.7793;-0.4105;2.1839
-1.7817;-0.40451;2.1815
-1.7841;-0.39883;2.1785
-1.7864;-0.3935;2.1751
-1.7887;-0.38852;2.1712
-1.7521;-0.58042;1.9307
-1.7507;-0.58533;1.9352
-1.7494;-0.58984;1.9402
-1.7482;-0.59393;1.9456
-1.7471;-0.59758;1.9514
-1.7461;-0.6008;1.9576
-1.7451;-0.60355;1.9642
-1.7443;-0.60583;1.9711
-1.7436;-0.60764;1.9784
-1.743;-0.60896;1.9859
-1.7425;-0.60978;1.9937
-1.7421;-0.61011;2.0017
-1.7418;-0.60995;2.0099
-1.7416;-0.60929;2.0183
-1.7415;-0.60814;2.0268
-1.7416;-0.6065;2.0354
-1.7418;-0.60438;2.044
-1.742;-0.60179;2.0527
-1.7424;-0.59873;2.0614
-1.7429;-0.59522;2.07
-1.7435;-0.59128;2.0786
-1.7442;-0.58691;2.087
-1.7451;-0.58214;2.0953
-1.746;-0.57698;2.1034
-1.747;-0.57146;2.1114
-1.7481;-0.5656;2.1191
-1.7493;-0.55941;2.1265
-1.7506;-0.55293;2.1336
-1.7519;-0.54618;2.1404
-1.7533;-0.53919;2.1468
-1.7548;-0.53198;2.1529
-1.7564;-0.52458;2.1585
-1.758;-0.51702;2.1638
-1.7597;-0.50934;2.1686
-1.7614;-0.50155;2.1729
-1.7631;-0.4937;2.1767
-1.7649;-0.48582;2.1801
-1.7667;-0.47793;2.1829
-1.7685;-0.47006;2.1852
-1.7703;-0.46225;2.187
-1.7721;-0.45453;2.1883
-1.7739;-0.44693;2.189
-1.7757;-0.43947;2.1891
-1.7774;-0.4322;2.1888
-1.7792;-0.42512;2.1878
-1.7809;-0.41829;2.1864
-1.7826;-0.41171;2.1844
-1.7842;-0.40542;2.1818
-1.7857;-0.39945;2.1788
-1.7872;-0.39381;2.1752
-1.7887;-0.38852;2.1712
-1.7521;-0.58042;1.9307
-1.7515;-0.58556;1.9352
-1.7511;-0.59029;1.9403
-1.7507;-0.5946;1.9457
-1.7504;-0.59848;1.9516
-1.7502;-0.60191;1.9579
-1.7501;-0.60488;1.9645
-1.75;-0.60737;1.9715
-1.7501;-0.60938;1.9788
-1.7502;-0.61089;1.9863
-1.7504;-0.6119;1.9942
-1.7506;-0.61242;2.0022
-1.751;-0.61242;2.0105
-1.7514;-0.61192;2.0189
-1.7519;-0.61092;2.0274
-1.7525;-0.60942;2.036
-1.7531;-0.60743;2.0447
-1.7538;-0.60495;2.0534
-1.7546;-0.602;2.0621
-1.7554;-0.59858;2.0708
-1.7563;-0.59471;2.0794
-1.7573;-0.59041;2.0878
-1.7583;-0.58569;2.0961
-1.7593;-0.58056;2.1043
-1.7604;-0.57506;2.1122
-1.7615;-0.56921;2.1199
-1.7627;-0.56301;2.1273
-1.7639;-0.55651;2.1344
-1.7651;-0.54973;2.1412
-1.7664;-0.54268;2.1476
-1.7676;-0.53541;2.1537
-1.7689;-0.52793;2.1593
-1.7702;-0.52029;2.1645
-1.7714;-0.5125;2.1693
-1.7727;-0.5046;2.1736
-1.774;-0.49663;2.1774
-1.7752;-0.4886;2.1807
-1.7765;-0.48056;2.1835
-1.7777;-0.47253;2.1858
-1.7788;-0.46455;2.1876
-1.78;-0.45665;2.1888
-1.7811;-0.44886;2.1894
-1.7821;-0.44121;2.1895
-1.7832;-0.43373;2.1891
