-0.12614;-0.16168;1.6868
-0.12735;-0.15782;1.6823
-0.12875;-0.15335;1.6783
-0.13035;-0.14829;1.6748
-0.13213;-0.14267;1.6719
-0.1341;-0.13649;1.6696
-0.13623;-0.1298;1.6679
-0.13853;-0.12261;1.6667
-0.14099;-0.11495;1.6661
-0.14359;-0.10685;1.6661
-0.14632;-0.098355;1.6668
-0.14918;-0.089483;1.668
-0.15214;-0.080275;1.6697
-0.15521;-0.070766;1.6721
-0.15837;-0.060995;1.675
-0.16161;-0.050999;1.6785
-0.1649;-0.040819;1.6825
-0.16825;-0.030494;1.6871
-0.17164;-0.020065;1.6921
-0.17505;-0.0095742;1.6977
-0.17847;0.00093823;1.7037
-0.18188;0.01143;1.7102
-0.18528;0.021861;1.717
-0.18865;0.032189;1.7243
-0.19198;0.042373;1.7319
-0.19524;0.052373;1.7399
-0.19844;0.06215;1.7481
-0.20156;0.071665;1.7567
-0.20459;0.080881;1.7654
-0.2075;0.089761;1.7744
-0.2103;0.09827;1.7835
-0.21297;0.10638;1.7927
-0.2155;0.11404;1.8021
-0.21789;0.12125;1.8115
-0.22011;0.12795;1.8209
-0.22216;0.13414;1.8303
-0.22404;0.13978;1.8396
-0.22574;0.14485;1.8489
-0.22725;0.14933;1.858
-0.22856;0.15321;1.8669
-0.22967;0.15646;1.8757
-0.23057;0.15909;1.8842
-0.23127;0.16106;1.8924
-0.23175;0.16239;1.9003
-0.23202;0.16306;1.9079
-0.23208;0.16306;1.9152
-0.23192;0.16241;1.922
-0.23155;0.1611;1.9285
-0.23096;0.15914;1.9345
-0.23017;0.15653;1.94
-0.22917;0.15329;1.945
-0.12614;-0.16168;1.6868
-0.12658;-0.1576;1.6823
-0.12721;-0.15292;1.6784
-0.12805;-0.14765;1.675
-0.12908;-0.14181;1.6721
-0.1303;-0.13543;1.6698
-0.13171;-0.12853;1.6681
-0.1333;-0.12114;1.667
-0.13507;-0.11329;1.6665
-0.137;-0.105;1.6665
-0.1391;-0.096325;1.6672
-0.14134;-0.087282;1.6684
-0.14373;-0.077911;1.6702
-0.14626;-0.068249;1.6726
-0.14891;-0.058334;1.6756
-0.15167;-0.048206;1.6791
-0.15453;-0.037904;1.6831
-0.15749;-0.027468;1.6877
-0.16052;-0.016941;1.6928
-0.16362;-0.0063641;1.6983
-0.16678;0.0042218;1.7044
-0.16998;0.014775;1.7108
-0.17321;0.025252;1.7177
-0.17646;0.035614;1.725
-0.17972;0.045818;1.7326
-0.18296;0.055826;1.7406
-0.18618;0.065596;1.7488
-0.18937;0.075091;1.7573
-0.19252;0.084273;1.7661
-0.1956;0.093105;1.775
-0.19862;0.10155;1.7841
-0.20155;0.10959;1.7934
-0.20439;0.11717;1.8027
-0.20712;0.12427;1.8121
-0.20974;0.13087;1.8215
-0.21222;0.13693;1.8308
-0.21458;0.14244;1.8401
-0.21678;0.14737;1.8494
-0.21884;0.15169;1.8584
-0.22073;0.15541;1.8674
-0.22245;0.15849;1.8761
-0.22399;0.16094;1.8845
-0.22535;0.16273;1.8927
-0.22652;0.16386;1.9006
-0.2275;0.16433;1.9082
-0.22828;0.16413;1.9154
-0.22887;0.16327;1.9222
-0.22925;0.16175;1.9286
-0.22943;0.15957;1.9345
-0.2294;0.15675;1.94
-0.22917;0.15329;1.945
-0.12614;-0.16168;1.6868
-0.1258;-0.15745;1.6824
-0.12566;-0.1526;1.6786
-0.12573;-0.14718;1.6753
-0.126;-0.14118;1.6726
-0.12648;-0.13465;1.6704
-0.12716;-0.12761;1.6688
-0.12804;-0.12007;1.6678
-0.12911;-0.11208;1.6674
-0.13038;-0.10366;1.6675
-0.13183;-0.094852;1.6683
-0.13346;-0.085685;1.6696
-0.13527;-0.076196;1.6715
-0.13724;-0.066422;1.674
-0.13938;-0.056403;1.677
-0.14166;-0.046178;1.6806
-0.14409;-0.035788;1.6847
-0.14665;-0.025272;1.6893
-0.14933;-0.014674;1.6945
-0.15212;-0.004034;1.7001
-0.15502;0.0066052;1.7061
-0.158;0.017202;1.7126
-0.16106;0.027714;1.7195
-0.16419;0.0381;1.7268
-0.16737;0.04832;1.7345
-0.17059;0.058332;1.7424
-0.17384;0.068097;1.7507
-0.1771;0.077577;1.7592
-0.18037;0.086734;1.7679
-0.18362;0.095533;1.7769
-0.18686;0.10394;1.7859
-0.19005;0.11192;1.7951
-0.1932;0.11944;1.8044
-0.19628;0.12647;1.8137
-0.19929;0.13298;1.8231
-0.20222;0.13896;1.8324
-0.20505;0.14437;1.8416
-0.20777;0.14919;1.8507
-0.21037;0.15341;1.8597
