250;204;-0.233934;-0.126188;1.754575;214;144;127
251;204;-0.230592;-0.126165;1.754525;197;127;109
252;204;-0.227250;-0.126142;1.754476;169;93;0
250;205;-0.233418;-0.122531;1.749973;167;105;64
251;205;-0.230085;-0.122508;1.749924;174;112;71
252;205;-0.226751;-0.122485;1.749874;175;93;12
253;205;-0.222928;-0.122161;1.745418;180;98;16
254;205;-0.219603;-0.122138;1.745369;237;164;95
249;206;-0.236774;-0.119221;1.750028;151;85;0
250;206;-0.233441;-0.119198;1.749979;158;105;53
251;206;-0.230108;-0.119174;1.749930;168;115;62
252;206;-0.226276;-0.118859;1.745473;182;101;12
253;206;-0.222951;-0.118836;1.745424;186;105;16
254;206;-0.219626;-0.118813;1.745375;235;143;47
255;206;-0.215828;-0.118498;1.740919;232;141;44
248;207;-0.239598;-0.115626;1.745675;153;88;12
249;207;-0.236274;-0.115603;1.745626;151;86;10
250;207;-0.232949;-0.115580;1.745577;168;110;36
251;207;-0.229624;-0.115557;1.745528;169;111;37
252;207;-0.226299;-0.115534;1.745479;183;102;0
253;207;-0.222974;-0.115511;1.745430;178;98;0
254;207;-0.219167;-0.115204;1.740974;186;90;0
255;207;-0.215851;-0.115181;1.740925;192;96;0
256;207;-0.212069;-0.114874;1.736469;219;157;119
248;208;-0.239621;-0.112301;1.745681;174;113;24
249;208;-0.236297;-0.112278;1.745632;151;90;1
250;208;-0.232972;-0.112255;1.745583;163;98;6
251;208;-0.229647;-0.112232;1.745534;165;101;9
252;208;-0.225823;-0.111933;1.741078;170;101;0
253;208;-0.222507;-0.111910;1.741029;158;89;0
254;208;-0.219190;-0.111887;1.740980;149;74;0
255;208;-0.215400;-0.111589;1.736524;155;79;0
256;208;-0.212092;-0.111566;1.736475;221;155;112
257;208;-0.208784;-0.111543;1.736426;229;163;120
246;209;-0.245745;-0.108755;1.741377;215;161;116
247;209;-0.242429;-0.108732;1.741328;220;166;121
248;209;-0.239645;-0.108976;1.745687;219;154;146
249;209;-0.235796;-0.108686;1.741230;171;106;98
250;209;-0.232479;-0.108663;1.741181;168;89;31
251;209;-0.229163;-0.108639;1.741133;185;105;48
252;209;-0.225846;-0.108616;1.741084;214;136;55
253;209;-0.222530;-0.108593;1.741035;214;136;55
254;209;-0.218731;-0.108303;1.736578;208;128;0
255;209;-0.214949;-0.108014;1.732123;201;121;0
256;209;-0.211649;-0.107991;1.732074;194;130;34
257;209;-0.208350;-0.107968;1.732025;193;129;33
258;209;-0.205050;-0.107945;1.731976;137;83;10
246;210;-0.245768;-0.105438;1.741383;218;155;92
247;210;-0.242452;-0.105415;1.741334;230;168;105
248;210;-0.239668;-0.105651;1.745693;224;149;104
249;210;-0.235819;-0.105369;1.741236;202;127;82
250;210;-0.232502;-0.105346;1.741187;202;127;84
251;210;-0.229186;-0.105323;1.741139;214;138;96
252;210;-0.225370;-0.105041;1.736682;242;153;127
253;210;-0.222062;-0.105018;1.736633;251;162;135
254;210;-0.218272;-0.104736;1.732177;240;157;64
255;210;-0.214972;-0.104713;1.732129;218;135;42
256;210;-0.211228;-0.104444;1.727873;186;116;28
257;210;-0.207936;-0.104421;1.727825;186;116;28
258;210;-0.205073;-0.104645;1.731982;144;82;30
259;210;-0.201353;-0.104375;1.727727;151;89;37
246;211;-0.246340;-0.102372;1.745797;221;146;46
247;211;-0.243015;-0.102348;1.745748;206;131;31
248;211;-0.239691;-0.102325;1.745699;177;108;54
249;211;-0.235842;-0.102052;1.741242;200;131;77
250;211;-0.232525;-0.102029;1.741194;252;178;160
251;211;-0.228701;-0.101755;1.736737;255;182;164
252;211;-0.225393;-0.101732;1.736688;255;183;148
253;211;-0.222085;-0.101709;1.736639;255;176;141
254;211;-0.218295;-0.101436;1.732183;228;148;68
255;211;-0.214543;-0.101175;1.727928;206;126;46
256;211;-0.211251;-0.101152;1.727879;168;108;46
257;211;-0.207959;-0.101129;1.727831;171;110;49
258;211;-0.204667;-0.101106;1.727782;169;121;65
259;211;-0.201376;-0.101083;1.727733;215;167;110
246;212;-0.246363;-0.099046;1.745803;231;147;5
247;212;-0.243039;-0.099023;1.745754;210;126;0
248;212;-0.239181;-0.098758;1.741297;168;100;55
249;212;-0.235865;-0.098735;1.741248;204;136;91
250;212;-0.232548;-0.098712;1.741199;255;180;160
251;212;-0.228724;-0.098447;1.736743;255;180;160
252;212;-0.224917;-0.098182;1.732287;255;180;159
253;212;-0.221617;-0.098159;1.732238;255;172;151
254;212;-0.217857;-0.097905;1.727982;224;143;56
255;212;-0.214565;-0.097883;1.727934;202;120;34
256;212;-0.211274;-0.097860;1.727885;167;104;27
257;212;-0.207982;-0.097837;1.727836;169;106;30
258;212;-0.204690;-0.097814;1.727788;175;139;135
259;212;-0.201398;-0.097791;1.727739;208;172;169
260;212;-0.197675;-0.097527;1.723284;245;192;226
246;213;-0.246936;-0.095955;1.750218;214;138;18
247;213;-0.243062;-0.095698;1.745760;193;117;0
248;213;-0.239204;-0.095441;1.741303;164;95;59
249;213;-0.235888;-0.095418;1.741254;209;139;104
250;213;-0.232571;-0.095395;1.741205;255;195;173
251;213;-0.228747;-0.095138;1.736749;255;179;157
252;213;-0.224940;-0.094882;1.732293;253;176;143
253;213;-0.221172;-0.094636;1.728037;247;171;137
254;213;-0.217880;-0.094613;1.727988;222;150;106
255;213;-0.214588;-0.094590;1.727940;201;129;85
256;213;-0.211296;-0.094568;1.727891;192;135;77
257;213;-0.208005;-0.094545;1.727842;210;154;96
258;213;-0.204264;-0.094289;1.723387;219;168;176
259;213;-0.200981;-0.094266;1.723338;221;170;178
260;213;-0.197697;-0.094243;1.723290;246;191;210
261;213;-0.194414;-0.094220;1.723242;228;172;191
