245;203;-0.280272;-0.146554;1.989414;134;94;73
246;203;-0.276347;-0.146449;1.988255;134;94;73
247;203;-0.272439;-0.146350;1.987202;134;94;73
248;203;-0.268536;-0.146253;1.986158;134;94;73
249;203;-0.264650;-0.146164;1.985231;151;107;90
250;203;-0.234060;-0.129623;1.755850;143;100;60
245;204;-0.280066;-0.142637;1.987577;72;49;32
246;204;-0.276147;-0.142535;1.986448;72;49;32
247;204;-0.272242;-0.142439;1.985392;133;95;71
248;204;-0.268365;-0.142356;1.984537;152;108;91
249;204;-0.237931;-0.126598;1.760143;184;136;99
250;204;-0.233344;-0.125834;1.749532;180;125;73
251;204;-0.229239;-0.125341;1.742768;180;125;73
252;204;-0.225271;-0.124916;1.736987;173;116;58
244;205;-0.283814;-0.138845;1.987157;72;49;32
245;205;-0.279895;-0.138746;1.986030;72;49;32
246;205;-0.275985;-0.138649;1.984939;100;71;49
247;205;-0.272118;-0.138574;1.984168;168;117;98
248;205;-0.268242;-0.138492;1.983304;168;117;98
249;205;-0.236840;-0.122605;1.750770;165;108;35
250;205;-0.232657;-0.122087;1.743464;154;96;17
251;205;-0.228659;-0.121663;1.737527;157;97;20
252;205;-0.224915;-0.121378;1.733642;167;106;30
253;205;-0.221184;-0.121092;1.729737;167;106;30
254;205;-0.217508;-0.120832;1.726209;168;118;79
243;206;-0.287572;-0.135061;1.986818;111;77;68
244;206;-0.283651;-0.134963;1.985689;86;54;34
245;206;-0.279753;-0.134876;1.984707;134;98;70
246;206;-0.275877;-0.134797;1.983869;116;80;46
247;206;-0.272005;-0.134720;1.983039;131;82;54
248;206;-0.240618;-0.119524;1.754302;176;123;69
249;206;-0.236123;-0.118857;1.744543;165;108;35
250;206;-0.232051;-0.118409;1.738091;157;97;20
251;206;-0.228285;-0.118124;1.734086;157;97;20
252;206;-0.224577;-0.117864;1.730455;167;106;30
253;206;-0.220890;-0.117608;1.726900;166;108;39
254;206;-0.217254;-0.117375;1.723681;166;108;39
255;206;-0.213686;-0.117177;1.720988;164;108;47
242;207;-0.291368;-0.131298;1.986784;111;77;68
243;207;-0.287463;-0.131211;1.985786;111;77;68
244;207;-0.283575;-0.131131;1.984899;96;58;36
245;207;-0.279694;-0.131053;1.984040;134;98;70
246;207;-0.275863;-0.130999;1.983555;116;80;46
247;207;-0.244765;-0.116617;1.760739;180;133;97
248;207;-0.239716;-0.115689;1.746650;176;123;69
249;207;-0.235456;-0.115160;1.738746;165;108;35
250;207;-0.231664;-0.114873;1.734595;206;148;102
251;207;-0.227966;-0.114629;1.731117;206;148;102
252;207;-0.224285;-0.114388;1.727684;191;133;76
253;207;-0.220639;-0.114160;1.724443;200;143;94
254;207;-0.217017;-0.113939;1.721314;200;143;94
255;207;-0.213394;-0.113710;1.718066;179;123;63
256;207;-0.209847;-0.113520;1.715423;179;123;63
241;208;-0.295164;-0.127535;1.986750;111;77;68
242;208;-0.291257;-0.127449;1.985749;111;77;68
243;208;-0.287393;-0.127383;1.985055;101;65;47
244;208;-0.283512;-0.127308;1.984212;134;98;70
245;208;-0.279679;-0.127254;1.983721;116;80;46
246;208;-0.275849;-0.127201;1.983240;116;80;46
247;208;-0.243727;-0.112722;1.752095;176;123;69
248;208;-0.239261;-0.112114;1.742696;197;138;83
249;208;-0.235189;-0.111695;1.736314;185;127;68
250;208;-0.231442;-0.111437;1.732504;206;148;102
251;208;-0.227735;-0.111193;1.728918;202;144;96
252;208;-0.224059;-0.110959;1.725490;191;133;76
253;208;-0.220418;-0.110738;1.722262;200;143;94
254;208;-0.216690;-0.110460;1.718124;189;132;74
255;208;-0.213088;-0.110245;1.715012;179;123;63
256;208;-0.209575;-0.110078;1.712640;181;135;95
257;208;-0.206108;-0.109932;1.710620;181;135;95
240;209;-0.299034;-0.123806;1.987269;127;90;79
241;209;-0.295017;-0.123674;1.985467;127;90;79
242;209;-0.291148;-0.123606;1.984735;96;58;36
243;209;-0.287271;-0.123535;1.983930;96;58;36
244;209;-0.283630;-0.123573;1.984933;108;68;43
245;209;-0.279869;-0.123555;1.985025;123;84;49
246;209;-0.247743;-0.109727;1.757413;192;134;69
247;209;-0.243005;-0.109017;1.746026;176;123;69
248;209;-0.238917;-0.108611;1.739664;197;138;83
249;209;-0.234934;-0.108246;1.733981;206;148;102
250;209;-0.231209;-0.108004;1.730321;202;144;96
251;209;-0.227488;-0.107758;1.726582;202;144;96
252;209;-0.223823;-0.107534;1.723211;200;143;94
253;209;-0.220092;-0.107267;1.719132;189;132;74
254;209;-0.216365;-0.106993;1.714945;189;132;74
255;209;-0.212801;-0.106803;1.712136;181;135;95
256;209;-0.209331;-0.106661;1.710115;181;135;95
257;209;-0.205869;-0.106520;1.708101;181;135;95
258;209;-0.202494;-0.106425;1.706870;181;135;95
240;210;-0.298623;-0.119833;1.984054;127;90;79
241;210;-0.294832;-0.119800;1.983895;96;58;36
242;210;-0.290956;-0.119730;1.983092;96;58;36
243;210;-0.287468;-0.119834;1.985243;170;115;85
244;210;-0.283974;-0.119938;1.987416;108;68;43
245;210;-0.280356;-0.119989;1.988672;123;84;49
246;210;-0.246893;-0.105968;1.750414;192;134;69
247;210;-0.242592;-0.105482;1.742478;197;138;83
248;210;-0.238580;-0.105122;1.736692;197;138;83
249;210;-0.234708;-0.104820;1.731896;202;144;96
250;210;-0.230989;-0.104586;1.728255;202;144;96
251;210;-0.227270;-0.104346;1.724492;202;144;96
252;210;-0.223566;-0.104106;1.720742;189;132;74
253;210;-0.219829;-0.103841;1.716571;189;132;74
254;210;-0.216138;-0.103592;1.712669;189;132;74
255;210;-0.212626;-0.103434;1.710307;200;143;89
256;210;-0.209166;-0.103299;1.708346;200;143;89
257;210;-0.205703;-0.103159;1.706293;200;143;89
